stake_pubkey,2026-05-19 18:56:08 UTC,2026-05-19 19:26:08 UTC,2026-05-19 19:56:08 UTC,2026-05-19 20:26:08 UTC,2026-05-19 20:56:08 UTC,2026-05-19 21:26:09 UTC,2026-05-19 21:56:09 UTC,2026-05-19 22:26:09 UTC,2026-05-19 22:56:09 UTC,2026-05-19 23:26:09 UTC,2026-05-19 23:56:09 UTC,2026-05-20 00:26:10 UTC,2026-05-20 00:56:12 UTC,2026-05-20 01:26:13 UTC,2026-05-20 01:56:14 UTC,2026-05-20 02:26:15 UTC,2026-05-20 02:56:16 UTC,2026-05-20 03:26:17 UTC,2026-05-20 03:56:18 UTC,2026-05-20 04:26:19 UTC,2026-05-20 04:56:20 UTC,2026-05-20 05:26:21 UTC,2026-05-20 05:56:23 UTC,2026-05-20 06:26:24 UTC,2026-05-20 06:56:25 UTC,2026-05-20 07:26:26 UTC,2026-05-20 07:56:27 UTC,2026-05-20 08:26:28 UTC,2026-05-20 08:56:29 UTC,2026-05-20 09:26:31 UTC,2026-05-20 09:56:32 UTC
Ak6PAPTdY6EkAEBrxFcBznvBG8Lhi9uzijrEKBekxACZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ApWEkJtcyN5Ahao4HrKQ3MjscoqeAVwkVv57r7z95GHt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ArTJx7P5nae43iiTy97ZyYcjomDQWmg5cXyiJnowToSh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRmDmyeKBx36QH2xQBf9SqnV5auusXrZo55tMerTFGh6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BmjTsmmMwP4LCxEk92WEno9q1Ypu5GA3AvWSGpH22o32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BpaPQkSxXgzhWfpDfLhknWJrKDkCJw3erjoPqmcUUHwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrkMPx4K4CiBtF4EZPAzpJzB8iPa7TJy78YppUH857id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BsVpLq2Yd5MZ98Q8jbX7eEkGafCL6auYy4cq5fAwWZvg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu66u3UU3ZcxbqEkp1uEx3VfwkT1v3m375S4xE35hf4k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5gKp9uzaVUQepARftEPG8SZAihh6eDD2C1kyKG5hCfJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8maDLq5TmiuZkkYMtdR9jQXKR7KVE5so49tcBBmRt8m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ckt2chs2opAuYDcVSEnZWd6MD6i2AeTL2aBAWhMntn4W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CpcU1zGoZsNvzu4tvwLCMPQBeV7kKeSYDQTGUxZbTyKi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DcHcfaDwWc8ZHUXWBDByfP6U4JxF35iRABiZbTLMFyBZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejx1PSkyvvdpoXq4bwfH2FAdKdg4UcRzGfmvAmZwQBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E52XTUqscjLUBsJt6ZJJXu11uv2z7eunP5TLKu48QoYv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBRTgwkix919whpL7Hems1wR2ifpmGefbp6a66SGJ4tE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNV924RRfuM4iHGPibndvz92oNoAmLK3NkRFLAdDdTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQfshenPKLoiZkRvYa94qQRAfRf2S6Tm5qNjYgWXcfGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ek35LxbiUoZTqLtsUyLvawvqnzZqBMSJS3CbVRy4yqYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ep46SZiPrEAsQiRVtKdx7ciyduP5iG7YozVgvuAY5LaX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epmw1p1i1cssQbtxWwnsnhHpSakBFx9h9X1tqc1R6Bg7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EvNz6evsVdDV9bsFQUUKUxgXHVckmdv8qL9bgDJTfiRe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1P6veGo5uigSLbrSCgL1pbLSV32s5YWYo5ZPXkBTeeT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2DTx517u9w3Y8CdYcybJhE3C4X7sMY1NgBj7MpnVpCg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHM2eqRQJ6jXqDDut55yp233DcWG6ZREP11imJbWynog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FQPahWwnCXt3AoCMvhVmdWYDU5w9NpofE3ioScdVybtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FWBziszyRJKAsxokLmVgVSkayctNRo6da1KXy3cCdXoL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZuuR9yKQGGEeAsptGzsiM9QBBADxjX6EK4V8TQCmaWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FiGZqYRN8KT6BWNioFsDcNnZk4uv9ucyLcBCDFJQP89V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FtyWJCJ3CMwAZSbGSWGiKqQFfq7pt3Ct1Mm63N1UrYX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G8qrpFHtnYWRpX7BhJfD5pj2mnVsQJ9KKkEdsnGJeL19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJ65nBeKkNiV3yYxTV9X4uWRS1Ne3rvaWBxD8PgfzsEp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GKcXFPXXceEgPospGD4ccm2h1WWnmsFAZpWkRwZdgPh5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPMPX5XNTe9nNDuJZf8P1bCNciGviEnbdHWJngDt1fhn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRubKhRo2sksg2PbgMu5VuXGioq1eC89FZDw9GBtQyZu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYVVKVPkw1CVmgkvHejMo38mG44chNv8iVm7Wa7TVbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GaSXeyhjgGQP44og9oYhe8Ytk2rgiVLrWeXtbUtoMaxg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GjHoV1ymgvvTX2ZZokjPzXABQU1WsfbCDapZK48K26YR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GjPJUmM4KVn7LESi5348b347VUDXsigyvhrhJK2Tnra9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GkUA1fq4afSLZMMX1moin89rNhrhFgHo8mZA96EqYcnw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GtL7fWTHFpesSqZWdQbBx5PZBuTrM5UnCkF9vZ8yoSki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4RvWt3PUfqgagBbbhBhFdGKYzGbReaJsVjDEJYYyHGr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFTzfq2QnwUfUtqTTpRCdawoHMuuaey77Wv8A2VDd4bk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRMbxdiB6vqCdi1dM67bfjMUQTHQAZJmcNzD6nBv9dGz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hd6BYcHVgZ92aq5ch8EVq3Co2oYqm3YD5rZLmpUS7WVu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HtwjUJhzpmvPL6zqZjr5Z474h9CRiAopme2funtQucmE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HwvVbUmNEeFay26tbJfzh15C2Z6dGCwcFC2pf1XskTbU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J1PpjBERdG9fjNrSeyJKQeLmfXfwpVxfrdxxmmR4BZs9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J4qyA6aYUKtoSKyQcUVhUoS3xsctgVA4DgTrcKNARL9u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5sHhCyUgo5bX363WbVM7TeY7SGJKiC4DiD8FPbiUtgep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
9vFMZAzyFswGQ69cfhi9g4HDgUDtU6H2pGBH27aQmjvm,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38H3WuB48EHnoiw4Nu9nW7C1aktm3FptNh6sRs84eBkP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GrB4RXdcLQ6voBVQhb5hkauR1Qu5RozXysgFZ4KjBjrB,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2X1nk15wr5E7PPjNPaSrz1u7Fu9xzHyBsXePd9HokMpp,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CffJDFg1ENsLQKThsBEVtXLzvLQQEnnrVcFUiKy4Gei8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wPdM2TjH7vak8E5du5VzUtxSvu4u3N4bdr9p6re3Crk,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A9KBJL7UjsvT43gnoJitsAo8a5EXxArxBWmaFKyhgrgE,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ea7uK2Gg67JNbi3NZgd9rm85rkNZxMYHJX8MKbVzrKdC,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sDvmx5BV87oD3mrnJEwCwY9oqNGNtDmk9Fjp8rC8iYc,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9RVoctFtSa9CGvtyJgz9LQLQhgzUAApDNpM9c8mm4cS2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACbNYKiGZnj3rrJ333dibCohcDVxMYFUnRuhuFVjsxy3,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G9AxWHaSvjEXjXcAkAHVmg51PLbGaYsofVPN9nEGXDXu,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9PsqcuawEctyEUzCLAGZLrP8eH2o2M7xjHyEYwVQU5Mq,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFKhUDCPNJkQWfEavxSpnack2rU6diJEVnZsdX9W45eA,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9K4jBgCv6ATCL25bZ8p445ncKPW8nHdFKmFwY7kiJGAZ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ciwQhPtcyFPbxQVHD9LgbYhTdwnidvSsvrqZdfPyGVo,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9bh58xG7D7799nChDeSVJfJqRfFRnAxMocRmywkSRonW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
G4yq4NhZ7u6gTApZpGGA5Fxu1K2nAeR3ge1cr5Swavk7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
37vm4S3EsJjhzuXiLCzzHv6ygMPS9Dkg3D91iTUUiqs9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
95LzvzcCd7HyG4kpYXiMnjuL7SGmcBDiJTYbVfCu2ocC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ArCA7wEngRm9AFx3ux9cMfuLsvoNwabQBtf8B3U7ZtyX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
G1FdEJVdb5aPHnoM5eukYTeM69ET7Xggqmmo4gxkP62w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
H7wNpb7gqdHazidzeLGcYZQPghEXBJnmgfjDk5L525QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
